,id,col,size,entry_idx,entry_price,entry_fees,exit_idx,exit_price,exit_fees,pnl,return,direction,status,parent_id
42,42,0,0.002762988851975072,1387,37696.9,0.0,1389,37601.6,0.0,-0.263312837593233,-0.0025280593364441933,0,1,42
43,43,0,0.0027556054626946564,1482,37702.35,0.0,1535,37876.9,0.0,0.4809909335133682,0.0046296848870164805,0,1,43
44,44,0,0.002747680208442794,1571,37986.15,0.0,1583,37884.25,0.0,-0.2799886132403202,-0.0026825566686805536,0,1,44
45,45,0,0.0027402697243166406,1597,37986.7,0.0,1611,38123.45,0.0,0.3747318848002976,0.0035999441909931353,0,1,45
46,46,0,0.0027551681111655946,1775,37917.3,0.0,1776,37970.9,0.0,0.14767701075847128,0.0014136027617999785,0,1,46
47,47,0,0.0027442045619201654,1794,38122.6,0.0,1798,38056.3,0.0,-0.181940762455298,-0.0017391258728417455,0,1,47
48,48,0,0.0027429216204664696,1863,38074.1,0.0,1874,38091.15,0.0,0.04676681362896318,0.00044781097911713214,0,1,48
49,49,0,0.0027370474573173995,1885,38172.9,0.0,1912,38241.2,0.0,0.18694034133476123,0.0017892274362176761,0,1,49
50,50,0,0.002705735075445533,2003,38683.75,0.0,2008,38795.95,0.0,0.30358347546497555,0.0029004426923448503,0,1,50
51,51,0,0.0027050831381339947,2010,38805.3,0.0,2039,38874.05,0.0,0.1859744657467104,0.0017716652106799676,0,1,51
52,52,0,0.0027036747586658668,2040,38894.3,0.0,2055,38867.25,0.0,-0.07313440222192469,-0.0006954746582405341,0,1,52
53,53,0,0.002700603620881666,2073,38911.45,0.0,2074,38847.25,0.0,-0.17337875246059298,-0.00164989996517725,0,1,53
54,54,0,0.002694856268319252,2080,38930.1,0.0,2081,38844.95,0.0,-0.22946701124739377,-0.002187253564722503,0,1,54
55,55,0,0.0026837640076411767,2119,39005.5,0.0,2132,38989.95,0.0,-0.041732530318824956,-0.00039866172719236353,0,1,55
56,56,0,0.0026793453841702014,2153,39054.25,0.0,2157,39328.9,0.0,0.7358822097623516,0.0070325252693369394,0,1,56
57,57,0,0.0026764531278921106,2160,39371.4,0.0,2181,39313.35,0.0,-0.15536810407414237,-0.0014744205184474516,0,1,57
58,58,0,0.0026644131213546707,2304,39491.0,0.0,2309,39461.7,0.0,-0.07806730445570054,-0.0007419412017928961,0,1,58
59,59,0,0.0026634951797950006,2316,39475.3,0.0,2327,39561.95,0.0,0.23079185732920848,0.0021950434828864975,0,1,59
60,60,0,0.00266450206408301,2329,39547.0,0.0,2335,39480.1,0.0,-0.17825518808716367,-0.001691658027157657,0,1,60
61,61,0,0.002660317532666459,2372,39542.2,0.0,2389,39579.95,0.0,0.1004269868581531,0.0009546762699090554,0,1,61
62,62,0,0.0027408143405235064,2547,38417.5,0.0,2556,38402.2,0.0,-0.04193445941002949,-0.0003982560031237649,0,1,62
63,63,0,0.0027405217494955716,2586,38406.3,0.0,2589,38447.1,0.0,0.11181328737940532,0.0010623257121877112,0,1,63
64,64,0,0.0027397343282251274,2590,38458.15,0.0,2612,38637.65,0.0,0.49178231191640975,0.00466741119892662,0,1,64
65,65,0,0.0027246049404396045,2616,38852.2,0.0,2619,38747.4,0.0,-0.28553859775806245,-0.002697401948924309,0,1,65
66,66,0,0.002722096930600946,2629,38783.1,0.0,2654,38797.85,0.0,0.0401509297263658,0.0003803202941487576,0,1,66
67,67,0,0.0027201058149812535,2674,38826.25,0.0,2676,38824.25,0.0,-0.00544021162995989,-5.151154180481087e-05,0,1,67
68,68,0,0.002720585824586034,2677,38817.4,0.0,2682,38879.65,0.0,0.16935646758048506,0.001603662275165303,0,1,68
69,69,0,0.0027196589777277193,2683,38892.9,0.0,2697,39291.1,0.0,1.082968204931177,0.0102383725564306,0,1,69
70,70,0,0.002718029865706488,2698,39314.65,0.0,2725,39322.75,0.0,0.022016041912209516,0.00020603006767185266,0,1,70
71,71,0,0.0027141852688897052,2727,39378.45,0.0,2738,39460.15,0.0,0.22174893646830185,0.002074738848278812,0,1,71
72,72,0,0.0027145292271903185,2739,39455.15,0.0,2742,39373.65,0.0,-0.22123413201602204,-0.0020656365518824304,0,1,72
73,73,0,0.0027913971936400694,2901,38289.4,0.0,2905,38307.9,0.0,0.05164084808234293,0.00048316244182464564,0,1,73
74,74,0,0.002760868144901293,2929,38731.5,0.0,3004,39124.85,0.0,1.0859874847969166,0.010155816325213264,0,1,74
75,75,0,0.002741278003855944,3011,39404.45,0.0,3021,39546.7,0.0,0.3899467960485197,0.003609998363129146,0,1,75
76,76,0,0.002741725174602838,3023,39540.25,0.0,3027,39554.3,0.0,0.0385212387031828,0.0003553341215597958,0,1,76
77,77,0,0.0027379768729600138,3029,39608.45,0.0,3034,39458.45,0.0,-0.4106965309440085,-0.0037870706881991682,0,1,77
78,78,0,0.002739733537464013,3081,39433.15,0.0,3083,39326.3,0.0,-0.2927405284780349,-0.002709649115021292,0,1,78
79,79,0,0.0027243302366672696,3139,39548.65,0.0,3145,39405.15,0.0,-0.3909413889617497,-0.0036284424373524433,0,1,79
80,80,0,0.002705851821405805,3160,39674.25,0.0,3176,39787.2,0.0,0.3056259632277687,0.002846934724663824,0,1,80
81,81,0,0.002706453826984705,3177,39778.35,0.0,3182,39706.55,0.0,-0.19432338477749056,-0.0018050019671503681,0,1,81
82,82,0,0.002699003901780045,3194,39816.15,0.0,3208,39818.15,0.0,0.005398007803563587,5.023087365306027e-05,0,1,82
83,83,0,0.0026886727605201026,3275,39971.15,0.0,3281,39858.75,0.0,-0.3022068182824569,-0.0028120281753214256,0,1,83
84,84,0,0.0026964118269233403,3389,39744.35,0.0,3390,39803.7,0.0,0.16003204192790577,0.001493294015375822,0,1,84
85,85,0,0.002688630383986246,3393,39918.9,0.0,3436,40013.1,0.0,0.2532689821714911,0.002359784462998606,0,1,85
86,86,0,0.002685931906172027,3440,40053.3,0.0,3445,40076.6,0.0,0.06258221341380477,0.0005817248516351639,0,1,86
87,87,0,0.0026823912241840508,3447,40129.5,0.0,3450,40165.45,0.0,0.0964319645094065,0.0008958496866394106,0,1,87
88,88,0,0.0026806759845240374,3451,40191.15,0.0,3461,40236.9,0.0,0.12264092629197876,0.0011383102996555586,0,1,88
89,89,0,0.00268109577092301,3462,40230.6,0.0,3465,40520.75,0.0,0.777919937933305,0.00721217182940343,0,1,89
90,90,0,0.002679436032531777,3466,40545.85,0.0,3468,40587.05,0.0,0.11039276454032176,0.0010161335870379998,0,1,90
91,91,0,0.0026769198483741342,3479,40625.2,0.0,3492,40597.7,0.0,-0.0736152958302938,-0.0006769197443951515,0,1,91
92,92,0,0.0026754173121536808,3555,40620.5,0.0,3558,40577.7,0.0,-0.11450786096018817,-0.0010536551741116918,0,1,92
93,93,0,0.002672167461515872,3571,40627.05,0.0,3600,40623.95,0.0,-0.00828371913071635,-7.630384189859751e-05,0,1,93
94,94,0,0.002655349270099317,3686,40881.25,0.0,3691,40842.8,0.0,-0.10209817943531618,-0.000940528971105312,0,1,94
95,95,0,0.0026563443553686214,3713,40827.5,0.0,3754,41420.5,0.0,1.5752122027335957,0.014524523911579235,0,1,95
96,96,0,0.002649783948229862,3757,41523.05,0.0,3767,41433.1,0.0,-0.2383480661432884,-0.00216626668802038,0,1,96
97,97,0,0.0026710969723350818,3938,41102.5,0.0,3954,41091.65,0.0,-0.028981402149824476,-0.0002639742108143257,0,1,97
98,98,0,0.002649986284151063,4009,41419.0,0.0,4057,41557.0,0.0,0.36569810721285023,0.003331804244428918,0,1,98
99,99,0,0.0028273841069090754,4392,38949.6,0.0,4397,38775.8,0.0,-0.4913993577807929,-0.004462176761763881,0,1,99
100,100,0,0.002860898910735211,4639,38321.55,0.0,4642,38181.6,0.0,-0.40038280255740233,-0.003651992155849733,0,1,100
101,101,0,0.0028491461158485078,4649,38339.1,0.0,4687,38628.4,0.0,0.8242579713149922,0.007545821367742244,0,1,101
102,102,0,0.0028436727576578538,4695,38702.75,0.0,4696,38631.95,0.0,-0.20133203124218824,-0.0018293273733779715,0,1,102
103,103,0,0.0028146641640733774,4777,39030.1,0.0,4798,38968.95,0.0,-0.17211671363310188,-0.0015667395164246382,0,1,103
104,104,0,0.002815798606703349,4800,38953.25,0.0,4820,39075.85,0.0,0.3452169091818291,0.0031473625435618205,0,1,104
105,105,0,0.0028130593979569683,4846,39113.9,0.0,4853,39289.45,0.0,0.49383257731132346,0.004488174280754209,0,1,105
106,106,0,0.00280056396057394,4862,39464.75,0.0,4880,39430.2,0.0,-0.09675948483783259,-0.0008754648135361571,0,1,106
107,107,0,0.00279795973532815,4889,39466.9,0.0,4892,39462.0,0.0,-0.013710002703106738,-0.00012415467138284417,0,1,107
108,108,0,0.0027918188940124467,4895,39548.8,0.0,4907,39506.9,0.0,-0.11697721165911901,-0.0010594506027995566,0,1,108
109,109,0,0.0028174424451016243,5000,39147.6,0.0,5006,38582.7,0.0,-1.5915732372379097,-0.014430003371854233,0,1,109
110,110,0,0.0027974779132412054,5029,38858.05,0.0,5056,39110.05,0.0,0.7049644341367838,0.006485142718175513,0,1,110
111,111,0,0.002798597780264161,5079,39094.4,0.0,5083,38926.4,0.0,-0.4701644270843701,-0.004297290660554883,0,1,111
112,112,0,0.002782674378209357,5117,39149.15,0.0,5120,39067.15,0.0,-0.22817929901316347,-0.002094553777029607,0,1,112
113,113,0,0.0027897438635054953,5218,38968.15,0.0,5240,39031.95,0.0,0.17798565849163595,0.001637234510747745,0,1,113
114,114,0,0.002753390066911099,5368,39547.3,0.0,5370,39422.35,0.0,-0.34403608886054826,-0.003159507728719845,0,1,114
115,115,0,0.0027535018208505106,5399,39420.75,0.0,5419,39732.5,0.0,0.8584041926501413,0.007908271658961285,0,1,115
116,116,0,0.002746265076284049,5443,39837.2,0.0,5446,39787.05,0.0,-0.1377251935756334,-0.0012588736156154488,0,1,116
117,117,0,0.002739771494780575,5460,39881.35,0.0,5470,40227.75,0.0,0.9490568457920006,0.008685764147903806,0,1,117
118,118,0,0.0027317448901106375,5483,40345.95,0.0,5488,40247.8,0.0,-0.26812076096433657,-0.002432710098535089,0,1,118
119,119,0,0.0027252851035167,5503,40343.2,0.0,5508,40309.75,0.0,-0.09116078671262073,-0.000829136013008271,0,1,119
120,120,0,0.002717737284712971,5513,40421.7,0.0,5518,40406.75,0.0,-0.04063017240645195,-0.00036985084744079133,0,1,120
121,121,0,0.0027189350312170992,5519,40388.95,0.0,5524,40358.0,0.0,-0.08415103921616662,-0.0007662987029868082,0,1,121
122,122,0,0.0027060978629761855,5702,40549.45,0.0,5752,40818.85,0.0,0.7290227642857872,0.006643739927421976,0,1,122
123,123,0,0.002664564860635856,5945,41455.1,0.0,5951,41206.95,0.0,-0.6612117701668012,-0.005985994485600206,0,1,123
124,124,0,0.0026357871750739355,6105,41656.85,0.0,6113,41560.25,0.0,-0.2546170411121409,-0.002318946343758578,0,1,124
125,125,0,0.002631001263163032,6116,41635.85,0.0,6132,41515.2,0.0,-0.31743030240062353,-0.002897743170849194,0,1,125
126,126,0,0.002639438014630965,6264,41382.5,0.0,6275,41401.15,0.0,0.04922551897287519,0.00045067359391053985,0,1,126
127,127,0,0.0026352846921709814,6277,41466.4,0.0,6281,41313.0,0.0,-0.4042526717790338,-0.003699380703412931,0,1,127
128,128,0,0.0026328565984377627,6300,41351.1,0.0,6308,41316.4,0.0,-0.09136012396578508,-0.0008391554275460144,0,1,128
129,129,0,0.0025759128662540976,6670,42229.75,0.0,6673,42310.7,0.0,0.20852014652327,0.0019168950798903691,0,1,129
130,130,0,0.002576186859377993,6674,42306.2,0.0,6682,42145.95,0.0,-0.41283394421532194,-0.003787860880911059,0,1,130
131,131,0,0.002567056639504867,6858,42295.85,0.0,6871,42312.4,0.0,0.04248478738381323,0.0003912913441863207,0,1,131
132,132,0,0.0025557133226052054,6879,42500.2,0.0,6892,42534.9,0.0,0.08868325229441609,0.0008164667460389847,0,1,132
133,133,0,0.0025522810710361817,6921,42592.1,0.0,6926,42523.15,0.0,-0.17597977984793545,-0.0016188448092485782,0,1,133
134,134,0,0.0025496039453726106,6938,42567.8,0.0,6939,42528.65,0.0,-0.09981699446133518,-0.0009197092638097108,0,1,134
135,135,0,0.0025498827446000113,6950,42524.0,0.0,6954,42485.3,0.0,-0.09868046221602356,-0.0009100743109773592,0,1,135
136,136,0,0.0025462927279494485,6996,42545.2,0.0,7008,42588.75,0.0,0.11089104830219298,0.0010236172353167417,0,1,136
137,137,0,0.0025470432875046873,7009,42576.2,0.0,7014,42543.0,0.0,-0.0845618371451593,-0.0007797783738333023,0,1,137
138,138,0,0.0025348644029885305,7309,42747.4,0.0,7325,42690.55,0.0,-0.14410704130989416,-0.0013299054445416213,0,1,138
139,139,0,0.0025210076025039374,7336,42925.2,0.0,7399,43031.3,0.0,0.2674789066256835,0.0024717415410995466,0,1,139
140,140,0,0.0025194267875328956,7400,43058.3,0.0,7408,43172.85,0.0,0.28860033851188405,0.0026603465533938026,0,1,140
141,141,0,0.0025141245884938612,7410,43263.9,0.0,7412,43191.3,0.0,-0.18252544512465363,-0.0016780734053101945,0,1,141
142,142,0,0.002525905750753141,7515,42989.85,0.0,7538,43073.2,0.0,0.21053424432525958,0.0019388297470215453,0,1,142
143,143,0,0.0025230969856634197,7552,43121.15,0.0,7556,42976.0,0.0,-0.3662275274690501,-0.003366097611033144,0,1,143
144,144,0,0.0025135751586940554,7562,43138.8,0.0,7604,43123.7,0.0,-0.037954984896288124,-0.00035003291700286374,0,1,144
145,145,0,0.0025083489107230214,7639,43213.55,0.0,7645,43089.7,0.0,-0.3106590125930637,-0.00286599920626764,0,1,145
146,146,0,0.002497998002192873,7710,43268.25,0.0,7716,43454.3,0.0,0.46475252830798297,0.004299919687068453,0,1,146
147,147,0,0.0025041179333509375,7941,43348.1,0.0,7945,43093.9,0.0,-0.6365467786578023,-0.005864155522387316,0,1,147
148,148,0,0.0024939555069513624,7955,43269.5,0.0,7963,43230.7,0.0,-0.09676547366971988,-0.0008967055316100906,0,1,148
149,149,0,0.002492303798701605,8030,43259.35,0.0,8040,43170.35,0.0,-0.22181503808444347,-0.0020573586981773944,0,1,149
150,150,0,0.0024868629300557913,8103,43264.8,0.0,8140,43364.6,0.0,0.2481889204195653,0.002306725097538852,0,1,150
151,151,0,0.00247555968231229,8161,43562.6,0.0,8171,43592.45,0.0,0.07389545651700757,0.0006852208086751991,0,1,151
152,152,0,0.002472043781864492,8260,43654.45,0.0,8277,43724.6,0.0,0.17341387129779662,0.0016069381242920485,0,1,152
153,153,0,0.0024722840861180705,8289,43720.35,0.0,8296,43688.4,0.0,-0.07898947655147026,-0.0007307809749921753,0,1,153
154,154,0,0.002470856038513387,8325,43713.65,0.0,8329,43708.75,0.0,-0.012107194588708126,-0.0001120931333804653,0,1,154
155,155,0,0.0024620153986684816,8333,43865.7,0.0,8336,43891.55,0.0,0.06364309805559287,0.0005892987003514164,0,1,155
156,156,0,0.0024626550267359522,8341,43880.15,0.0,8343,43899.25,0.0,0.04703671101064799,0.00043527654303817255,0,1,156
157,157,0,0.0024608219913397483,8345,43931.95,0.0,8387,43930.6,0.0,-0.0033221096882982692,-3.0729343905649025e-05,0,1,157
158,158,0,0.0024596154357124722,8401,43952.15,0.0,8407,44078.6,0.0,0.31101837184583303,0.0028769923655611,0,1,158
159,159,0,0.002463443730975294,8488,44010.1,0.0,8489,44045.15,0.0,0.08634370277069081,0.0007964080972322887,0,1,159
160,160,0,0.0024614905285461346,8492,44080.1,0.0,8498,44072.35,0.0,-0.01907655159622834,-0.00017581629805736134,0,1,160
161,161,0,0.002498883904092227,8668,43412.85,0.0,8672,43339.95,0.0,-0.18216863660832416,-0.001679226312025134,0,1,161
162,162,0,0.0024963466591176905,8788,43384.0,0.0,8796,43551.15,0.0,0.41726434407151203,0.003852802876636456,0,1,162
163,163,0,0.002580560784697647,9029,42129.9,0.0,9038,42158.1,0.0,0.07277181412847256,0.0006693583417003026,0,1,163
164,164,0,0.002580885246469081,9039,42152.8,0.0,9045,42123.9,0.0,-0.07458758362297147,-0.0006856009565202268,0,1,164
165,165,0,0.002576811178671476,9052,42190.5,0.0,9053,42270.95,0.0,0.20730445932412067,0.0019068273663502488,0,1,165
166,166,0,0.0025765947910220827,9054,42274.5,0.0,9096,42601.45,0.0,0.8424176669246748,0.007733976747211721,0,1,166
167,167,0,0.0025584669281847245,9174,42903.3,0.0,9177,42733.6,0.0,-0.43417183771296664,-0.003955406693657769,0,1,167
168,168,0,0.0025453214770645716,9190,42954.3,0.0,9194,42877.8,0.0,-0.1947170929954467,-0.0017809625578813469,0,1,168
169,169,0,0.0025404098450276485,9198,42960.7,0.0,9219,42905.55,0.0,-0.14010360295326052,-0.0012837314103353618,0,1,169
170,170,0,0.0025500112676943203,9303,42744.0,0.0,9333,43311.65,0.0,1.4475138961066847,0.01328022646453307,0,1,170
171,171,0,0.0025523035980480257,9414,43272.75,0.0,9440,43226.55,0.0,-0.11791642622979737,-0.0010676464980846284,0,1,171
172,172,0,0.00255285578649711,9476,43217.2,0.0,9479,43207.75,0.0,-0.024124487182390908,-0.00021866293975540628,0,1,172
173,173,0,0.0025462849566652355,9487,43319.25,0.0,9505,43407.7,0.0,0.22521890441703363,0.0020418174368207545,0,1,173
174,174,0,0.002547508600265692,9506,43386.85,0.0,9519,43311.5,0.0,-0.1919547730300195,-0.001736701327706433,0,1,174
175,175,0,0.0025422435034148255,9540,43401.2,0.0,9546,43422.2,0.0,0.05338711357171633,0.00048385758919112755,0,1,175
176,176,0,0.0025421761760430557,9548,43423.35,0.0,9559,43462.65,0.0,0.09990752371849965,0.0009050430240873395,0,1,176
177,177,0,0.002536826751381556,9565,43554.3,0.0,9568,43345.45,0.0,-0.5298162670260638,-0.004795163738138602,0,1,177
178,178,0,0.0025871882091933187,9805,42501.7,0.0,9820,42588.75,0.0,0.22521473361028654,0.002048153367983002,0,1,178
179,179,0,0.002582373781011878,9822,42668.15,0.0,9838,42600.95,0.0,-0.1735355180840088,-0.0015749452460442767,0,1,179
180,180,0,0.0025838719080754635,9867,42576.25,0.0,9870,42642.0,0.0,0.16988957795595638,0.001544288188837625,0,1,180
181,181,0,0.0026088765477515112,9960,42233.3,0.0,9961,42197.2,0.0,-0.09418044337384401,-0.0008547757338404894,0,1,181
182,182,0,0.0026055607208551783,9963,42250.9,0.0,9967,42076.85,0.0,-0.4534978434648451,-0.004119438875858278,0,1,182
183,183,0,0.002595355546864522,9981,42242.3,0.0,9990,42146.5,0.0,-0.24863506138962066,-0.0022678689370607135,0,1,183
184,184,0,0.002589828277611532,10013,42236.45,0.0,10016,42302.7,0.0,0.17157612339175898,0.0015685503871655422,0,1,184
185,185,0,0.0025943819552770074,10020,42228.45,0.0,10023,42232.7,0.0,0.011026123309932245,0.0001006430498870291,0,1,185
186,186,0,0.0025915377664026806,10147,42279.05,0.0,10166,42276.05,0.0,-0.007774613299218913,-7.095712888544551e-05,0,1,186
187,187,0,0.0025851781720249985,10172,42380.05,0.0,10176,42339.25,0.0,-0.10547526941863339,-0.0009627171275164895,0,1,187
188,188,0,0.0025815776792916085,10340,42398.3,0.0,10349,42403.45,0.0,0.013295125048330192,0.00012146713429528155,0,1,188
189,189,0,0.0025780088866192066,10356,42462.15,0.0,10373,42432.5,0.0,-0.07643796348826015,-0.0006982689289167002,0,1,189
190,190,0,0.00257515350519178,10397,42479.55,0.0,10403,42449.05,0.0,-0.07854218190836093,-0.0007179925399399126,0,1,190
191,191,0,0.002565856976694309,10491,42602.85,0.0,10497,42655.5,0.0,0.13509236982295647,0.0012358328140018903,0,1,191
192,192,0,0.002565700588384951,10498,42658.1,0.0,10510,42579.35,0.0,-0.2020489213353045,-0.0018460737820014475,0,1,192
193,193,0,0.002561753814884266,10527,42644.95,0.0,10531,42635.05,0.0,-0.02536136276734169,-0.00023214941042245575,0,1,193
194,194,0,0.0025408389239585313,10572,42986.0,0.0,10580,42925.25,0.0,-0.15435596463048284,-0.0014132508258502957,0,1,194
195,195,0,0.0025375580002827067,10641,42980.75,0.0,10644,43053.25,0.0,0.1839729550204936,0.001686801649575658,0,1,195
196,196,0,0.0027089716823048286,10883,40329.0,0.0,10884,40286.25,0.0,-0.11580853941853775,-0.001060031243026168,0,1,196
197,197,0,0.0027198920967551722,10939,40124.5,0.0,10941,40424.6,0.0,0.8162396182362244,0.007479220924871312,0,1,197
198,198,0,0.002718036350420722,10944,40452.2,0.0,10950,40434.25,0.0,-0.04878875249005432,-0.00044373359174534064,0,1,198
199,199,0,0.0027037600187464024,10991,40647.75,0.0,10992,40574.2,0.0,-0.19886154937880463,-0.0018094482474430317,0,1,199
200,200,0,0.00269243266648391,10998,40744.9,0.0,11007,40608.55,0.0,-0.36711319407507403,-0.0033464310870807723,0,1,200
201,201,0,0.0026856999892790213,11021,40710.35,0.0,11027,41143.15,0.0,1.1623709553599753,0.010631203121565045,0,1,201
202,202,0,0.002679256330640418,11041,41242.1,0.0,11050,41130.65,0.0,-0.2986031180498543,-0.002702335720052869,0,1,202
203,203,0,0.0026453236608800254,11066,41658.25,0.0,11076,41529.3,0.0,-0.3411144860704667,-0.003095425275905619,0,1,203
204,204,0,0.0027029735323264048,11169,40643.55,0.0,11179,41019.35,0.0,1.0157774534482513,0.009246239563227024,0,1,204
205,205,0,0.002691781659174533,11181,41189.9,0.0,11191,41162.05,0.0,-0.07496611920801399,-0.0006761366257262389,0,1,205
206,206,0,0.002690164111900538,11240,41186.8,0.0,11258,41554.4,0.0,0.9889043275346268,0.008925189623859972,0,1,206
207,207,0,0.0026868761892203438,11402,41605.25,0.0,11410,41542.05,0.0,-0.16981057515872067,-0.001519039063579671,0,1,207
208,208,0,0.0026825851688092816,11412,41608.5,0.0,11414,41645.95,0.0,0.1004628145718982,0.0009000564788443828,0,1,208
209,209,0,0.0026820635162960837,11415,41654.05,0.0,11426,41566.55,0.0,-0.234680557675901,-0.0021006360726027276,0,1,209
210,210,0,0.002676406988296482,11575,41654.4,0.0,11581,41613.7,0.0,-0.10892976442367797,-0.0009770876546056158,0,1,210
211,211,0,0.0026753686955123144,11582,41629.85,0.0,11591,41609.0,0.0,-0.05578143730143381,-0.0005008425444723142,0,1,211
212,212,0,0.002675285110935799,11777,41610.3,0.0,11798,41561.7,0.0,-0.13001885639150146,-0.0011679800434029094,0,1,212
